filename,id,full_nominal_quotient,simple_nominal_quotient,word_count,mean_sentence_length
15 C,C306,1.312,1.6446280991735538,833,23.8
15 C,C308,1.953757225433526,1.894736842105263,709,27.26923076923077
15 C,C309,1.2903225806451613,1.221311475409836,686,20.78787878787879
15 C,C310,1.5233160621761659,1.2586206896551724,647,23.962962962962962
15 C,C311,1.2804428044280443,1.1776315789473684,818,20.974358974358974
15 C,C312,1.3370786516853932,1.4191176470588236,837,21.46153846153846
15 C,C313,1.3811475409836065,1.2266666666666666,787,20.710526315789473
15 C,C314,1.6007751937984496,1.4834437086092715,897,19.085106382978722
15 C,C315,1.5103092783505154,1.2342342342342343,635,25.4
15 C,C316,0.9565217391304348,1.1884057971014492,819,22.135135135135137
15 C,C318,1.5850622406639003,1.3777777777777778,820,22.77777777777778
15 C,C319,1.0402476780185759,1.0662650602409638,890,23.42105263157895
15 C,C321,1.1266666666666667,1.087719298245614,876,19.043478260869566
15 C,C322,1.4413145539906103,1.6454545454545455,710,17.75
15 C,C325,1.8028169014084507,1.569767441860465,607,20.93103448275862
15 C,C326,1.1061224489795918,1.0955882352941178,707,16.833333333333332
15 C,C327,1.2247191011235956,1.1153846153846154,528,17.032258064516128
15 C,C329,1.9627659574468086,1.7477477477477477,751,17.068181818181817
15 C,C330,1.748768472906404,1.6864406779661016,777,15.857142857142858
15 E,C230,1.7380952380952381,1.6638655462184875,797,19.4390243902439
15 E,C231,0.9949238578680203,1.2151898734177216,521,43.416666666666664
15 E,C232,0.9917695473251029,0.9609375,613,17.02777777777778
15 E,C234,1.0126582278481013,1.206896551724138,642,20.0625
15 E,C235,0.7679324894514767,0.905982905982906,601,37.5625
15 E,C236,1.2171717171717171,1.297029702970297,607,23.346153846153847
15 E,C237,1.4568527918781726,1.1735537190082646,630,18.0
15 E,C238,1.154981549815498,1.295774647887324,781,16.270833333333332
15 E,C239,1.5231481481481481,1.3453237410071943,791,23.264705882352942
15 E,C240,1.1674008810572687,1.3305084745762712,689,23.75862068965517
15 E,C241,1.1699029126213591,1.438095238095238,654,20.4375
15 E,C242,1.14453125,1.359375,777,22.2
15 E,C243,1.3097345132743363,1.2704081632653061,1003,16.177419354838708
15 E,C244,1.1641025641025642,1.031496062992126,604,17.764705882352942
15 E,C245,1.0473684210526315,0.9065420560747663,529,22.041666666666668
15 E,C246,1.024390243902439,1.0606060606060606,564,18.8
15 E,C247,1.202290076335878,1.2357142857142858,737,18.425
15 E,C249,1.1330935251798562,1.0866666666666667,798,21.56756756756757
15 E,C250,0.9149797570850202,0.9703703703703703,654,21.096774193548388
15 E,C251,0.8222222222222222,0.8963730569948186,890,19.77777777777778
15 E,C254,0.8668831168831169,0.8165680473372781,797,19.4390243902439
15 E,C255,0.9693486590038314,1.037037037037037,717,24.724137931034484
15 E,C256,1.2461538461538462,1.1578947368421053,576,15.567567567567568
15 E,C260,1.4834710743801653,1.6896551724137931,805,17.5
15 E,C261,1.5783783783783785,1.5412844036697249,638,29.0
15 E,C265,1.0654545454545454,1.4065040650406504,793,16.520833333333332
15 E,C267,1.273469387755102,1.263157894736842,791,27.275862068965516
15 E,C268,1.0358744394618835,1.098360655737705,608,24.32
15 E,C269,1.2339622641509433,1.2088607594936709,808,21.83783783783784
15 E,C270,1.6020942408376964,1.3302752293577982,676,35.578947368421055
15 E,C271,1.0182648401826484,1.0168067226890756,598,17.58823529411765
15 E,C272,1.0784313725490196,1.091743119266055,596,25.91304347826087
15 E,C273,1.2418879056047198,1.2445652173913044,991,22.022222222222222
15 E,C274,1.3013100436681222,1.2903225806451613,707,17.675
15 E,C275,1.3585657370517927,1.2624113475177305,834,28.75862068965517
15 E,C276,1.1961722488038278,1.2456140350877194,660,25.384615384615383
15 E,C277,1.0066666666666666,1.111842105263158,815,26.29032258064516
15 E,C279,1.4405286343612336,1.4122137404580153,746,13.814814814814815
